"Graph Name","Density","Node Count","Edge Count","DFS Time (ms)","BFS Time (ms)","Start Node","BFS_Mean","DFS_Mean","Diff","Log_Diff","Log_Ratio","Ratio","Speedup"
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_409.txt",0.00631726788882318,1425,12819,1.426,1.616,1196,1.601,1.418,-0.183,-0.121381005904642,-0.121381005904642,0.885696439725172,1.12905500705219
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_318.txt",0.00643367711630757,1400,12601,1.393,1.585,14,1.5666,1.3882,-0.1784,-0.120899722027655,-0.120899722027655,0.886122813736755,1.12851174182394
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_328.txt",0.00628686477743082,1431,12865,1.42,1.653,552,1.6292,1.42,-0.2092,-0.137432225178951,-0.137432225178951,0.871593420083477,1.14732394366197
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_260.txt",0.00721022130254566,1246,11185,1.251,1.418,1022,1.4066,1.2422,-0.1644,-0.124291443748715,-0.124291443748715,0.883122422863643,1.1323458380293
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_264.txt",0.00813152867134481,1102,9866,1.104,1.259,839,1.245,1.099,-0.146,-0.124734854495187,-0.124734854495186,0.882730923694779,1.13284804367607
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_0.txt",0.00716618127261495,1260,11368,1.275,1.442,395,1.4222,1.2656,-0.1566,-0.116658650436028,-0.116658650436028,0.889888904514133,1.12373577749684
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_422.txt",0.00659049297647175,1358,12145,1.358,1.548,1234,1.5202,1.3466,-0.1736,-0.12125900802076,-0.12125900802076,0.885804499407973,1.12891727313233
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_290.txt",0.00835197262984796,1072,9589,1.075,1.233,545,1.2126,1.0738,-0.1388,-0.121563055649161,-0.121563055649161,0.885535213590632,1.12926056993854
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_342.txt",0.00610482209069173,1469,13165,1.474,1.673,136,1.6536,1.4606,-0.193,-0.124107419181549,-0.124107419181549,0.883284954039671,1.13213747774887
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_124.txt",0.00803786166748126,1114,9966,1.11,1.274,251,1.259,1.1108,-0.1482,-0.125237278611703,-0.125237278611703,0.882287529785544,1.13341735685992
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_477.txt",0.00646029009321906,1389,12455,1.375,1.563,522,1.5634,1.3736,-0.1898,-0.129427906202964,-0.129427906202964,0.878597927593706,1.13817705299942
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_434.txt",0.00803382902566535,1114,9961,1.129,1.282,104,1.269,1.1152,-0.1538,-0.129195427708128,-0.129195427708128,0.878802206461781,1.137912482066
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_144.txt",0.00811604057445439,1104,9883,1.11,1.272,865,1.254,1.1072,-0.1468,-0.124504136329461,-0.124504136329461,0.882934609250399,1.13258670520231
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_219.txt",0.00632318570514896,1424,12813,1.42,1.613,1268,1.5968,1.4134,-0.1834,-0.122003477300446,-0.122003477300446,0.885145290581162,1.12975803028159
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_47.txt",0.00609153162726173,1473,13208,1.461,1.659,1044,1.6428,1.4544,-0.1884,-0.121808658659189,-0.121808658659189,0.885317750182615,1.12953795379538
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_236.txt",0.00730646191522463,1229,11027,1.222,1.405,1181,1.3896,1.218,-0.1716,-0.131805766657053,-0.131805766657053,0.876511226252159,1.14088669950739
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_155.txt",0.00899199199199199,1000,8983,1.008,1.168,439,1.14,0.9964,-0.1436,-0.134634758000516,-0.134634758000516,0.874035087719298,1.14411882778001
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_72.txt",0.0070876805275765,1264,11315,1.261,1.429,1032,1.4236,1.2624,-0.1612,-0.120174203544428,-0.120174203544428,0.886765945490306,1.12769328263625
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_23.txt",0.00810067775180464,1107,9918,1.116,1.273,843,1.2684,1.115,-0.1534,-0.128901858769973,-0.128901858769973,0.879060233364869,1.13757847533632
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_192.txt",0.00644482257472239,1391,12461,1.389,1.572,1109,1.5652,1.3898,-0.1754,-0.118853759456031,-0.118853759456031,0.887937643751597,1.12620520938265
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_337.txt",0.00751567237492137,1190,10634,1.192,1.366,880,1.354,1.186,-0.168,-0.13247687391455,-0.13247687391455,0.875923190546529,1.14165261382799
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_257.txt",0.00622358779977698,1446,13004,1.438,1.631,1013,1.6234,1.4262,-0.1972,-0.129509150732872,-0.129509150732872,0.878526549217691,1.13826952741551
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_143.txt",0.00680375571924512,1318,11810,1.329,1.508,185,1.4864,1.3164,-0.17,-0.121456350990389,-0.121456350990389,0.885629709364909,1.12914007900334
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_382.txt",0.00787460603784201,1138,10189,1.148,1.3,963,1.2786,1.1428,-0.1358,-0.112284337976008,-0.112284337976008,0.893790082903175,1.11883094154708
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_330.txt",0.00749096469279955,1200,10778,1.206,1.374,296,1.3572,1.1978,-0.1594,-0.124937213079713,-0.124937213079713,0.882552313586796,1.13307730839873
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_40.txt",0.0087131875168126,1028,9199,1.062,1.218,850,1.181,1.0344,-0.1466,-0.132539988739715,-0.132539988739715,0.875867908552074,1.14172467130704
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_48.txt",0.00717240459033894,1249,11180,1.245,1.411,36,1.4088,1.2446,-0.1642,-0.123924085046879,-0.123924085046879,0.883446905167518,1.13192993732926
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_83.txt",0.00840304987821667,1065,9522,1.061,1.219,872,1.2116,1.0632,-0.1484,-0.130658571754047,-0.130658571754047,0.877517332452955,1.13957863054929
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_392.txt",0.00733824464645493,1224,10985,1.235,1.403,107,1.3854,1.2248,-0.1606,-0.123211341245031,-0.12321134124503,0.884076800923921,1.13112344872632
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_494.txt",0.00600266844563042,1500,13497,1.491,1.718,557,1.6972,1.485,-0.2122,-0.13356506209137,-0.13356506209137,0.874970539712468,1.14289562289562
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_399.txt",0.00798408896465572,1123,10060,1.133,1.318,1037,1.2766,1.1206,-0.156,-0.130336037690773,-0.130336037690773,0.877800407331976,1.13921113689095
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_245.txt",0.00683878631194648,1311,11745,1.302,1.48,267,1.4702,1.3032,-0.167,-0.120575667652152,-0.120575667652152,0.886410012243232,1.12814610190301
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_343.txt",0.00611321321603275,1460,13022,1.454,1.634,851,1.6324,1.4416,-0.1908,-0.124297716677577,-0.124297716677577,0.883116883116883,1.13235294117647
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_100.txt",0.00808015513897867,1106,9875,1.104,1.262,665,1.2562,1.103,-0.1532,-0.130057550766778,-0.130057550766778,0.878044897309346,1.1388939256573
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_357.txt",0.00725523521841945,1234,11039,1.238,1.403,1015,1.394,1.2264,-0.1676,-0.128094263762865,-0.128094263762865,0.879770444763271,1.13666014350946
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_476.txt",0.00618261898184821,1442,12847,1.432,1.628,1052,1.6134,1.4272,-0.1862,-0.122629270677129,-0.122629270677129,0.884591545803892,1.13046524663677
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_278.txt",0.00852182967111877,1056,9494,1.071,1.215,770,1.1972,1.0564,-0.1408,-0.125118595555567,-0.125118595555567,0.88239224858002,1.13328284740629
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_109.txt",0.00681472790830906,1323,11919,1.321,1.5,537,1.4798,1.3162,-0.1636,-0.117158146469432,-0.117158146469432,0.889444519529666,1.12429721926759
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_418.txt",0.00794411196485995,1128,10099,1.128,1.273,5,1.2666,1.1234,-0.1432,-0.119976343983998,-0.119976343983998,0.886941417969367,1.12747017981129
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_55.txt",0.00873017228780054,1027,9199,1.027,1.178,839,1.1592,1.0236,-0.1356,-0.124404286720839,-0.124404286720839,0.883022774327122,1.13247362250879
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_180.txt",0.0086508003251759,1035,9258,1.038,1.191,806,1.171,1.035,-0.136,-0.123456657898248,-0.123456657898248,0.883859948761742,1.13140096618358
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_276.txt",0.00784621782727231,1140,10188,1.14,1.308,488,1.319,1.1388,-0.1802,-0.146898797313432,-0.146898797313432,0.863381349507202,1.15823674042852
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_201.txt",0.00835913472988785,1077,9687,1.082,1.234,418,1.2262,1.0802,-0.146,-0.126773747169797,-0.126773747169797,0.880932963627467,1.13516015552675
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_203.txt",0.00826687299131056,1085,9723,1.086,1.243,147,1.2398,1.081,-0.1588,-0.137063537628611,-0.137063537628611,0.87191482497177,1.14690101757632
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_220.txt",0.0063518152710969,1411,12637,1.407,1.589,783,1.5878,1.4062,-0.1816,-0.121458379525952,-0.121458379525952,0.88562791283537,1.12914236950647
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_345.txt",0.00849826134997238,1053,9414,1.05,1.199,401,1.202,1.0574,-0.1446,-0.128173771293803,-0.128173771293803,0.879700499168053,1.13675052014375
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_339.txt",0.00781612553272746,1147,10274,1.158,1.313,807,1.2964,1.1466,-0.1498,-0.12279015079311,-0.12279015079311,0.884449244060475,1.13064713064713
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_9.txt",0.00660684185503739,1361,12229,1.353,1.547,1266,1.5332,1.3496,-0.1836,-0.127548802274641,-0.127548802274642,0.88025045656144,1.13604030823948
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_84.txt",0.00674994483952545,1330,11931,1.338,1.523,1144,1.5038,1.3232,-0.1806,-0.1279421926745,-0.1279421926745,0.87990424258545,1.13648730350665
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_228.txt",0.00712025316455696,1264,11367,1.262,1.437,230,1.428,1.2546,-0.1734,-0.129458067236887,-0.129458067236887,0.878571428571429,1.13821138211382
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_451.txt",0.00823088463448728,1083,9645,1.094,1.27,737,1.2402,1.0824,-0.1578,-0.136091859059199,-0.136091859059199,0.872762457668118,1.14578713968958
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_86.txt",0.00758278883278883,1184,10621,1.187,1.358,277,1.3406,1.1816,-0.159,-0.126247822706687,-0.126247822706687,0.881396389676264,1.13456330399458
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_312.txt",0.00640154991332722,1401,12556,1.409,1.597,636,1.5878,1.3936,-0.1942,-0.130459083192775,-0.130459083192775,0.87769240458496,1.13935132032147
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_139.txt",0.00655021834061135,1375,12375,1.38,1.573,190,1.5554,1.3718,-0.1836,-0.125609001195622,-0.125609001195622,0.881959624533882,1.13383875200467
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_487.txt",0.00643521174433813,1399,12586,1.458,1.606,384,1.578,1.3984,-0.1796,-0.120829496504549,-0.120829496504549,0.886185044359949,1.12843249427918
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_269.txt",0.00622597743676255,1445,12991,1.477,1.649,906,1.642,1.453,-0.189,-0.122284626442091,-0.12228462644209,0.88489646772229,1.13007570543703
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_31.txt",0.00632710994650071,1420,12749,1.422,1.613,969,1.5992,1.4088,-0.1904,-0.126765226004194,-0.126765226004194,0.880940470235117,1.1351504826803
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_378.txt",0.00835640066211348,1073,9612,1.076,1.23,174,1.219,1.073,-0.146,-0.127572386850573,-0.127572386850573,0.880229696472518,1.13606710158434
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_263.txt",0.00716679052923795,1252,11225,1.261,1.431,50,1.4182,1.2516,-0.1666,-0.124965729075169,-0.124965729075169,0.882527147087858,1.1331096196868
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_30.txt",0.00669697354684402,1346,12124,1.374,1.521,336,1.5246,1.3502,-0.1744,-0.121479350946403,-0.121479350946403,0.885609340154795,1.12916604947415
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_76.txt",0.00624853005653294,1438,12912,1.422,1.629,125,1.629,1.4232,-0.2058,-0.13505847225042,-0.13505847225042,0.87366482504604,1.14460370994941
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_80.txt",0.0066936779239855,1333,11885,1.333,1.543,535,1.5122,1.3304,-0.1818,-0.128085895245452,-0.128085895245452,0.879777807168364,1.13665063138906
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_65.txt",0.00634293111289928,1415,12691,1.415,1.602,79,1.593,1.4092,-0.1838,-0.122596863442966,-0.122596863442966,0.884620213433773,1.13042861197843
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_117.txt",0.00695812992752448,1291,11588,1.284,1.47,775,1.46,1.2858,-0.1742,-0.127055342994796,-0.127055342994796,0.880684931506849,1.13547985689843
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_238.txt",0.00650217020486058,1377,12320,1.37,1.567,676,1.5564,1.3672,-0.1892,-0.129610609309017,-0.129610609309017,0.878437419686456,1.13838502047981
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_57.txt",0.00654485244400432,1371,12293,1.371,1.572,1225,1.5632,1.3666,-0.1966,-0.13440909894184,-0.13440909894184,0.874232343909928,1.14386067613054
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_79.txt",0.00693784508427856,1294,11608,1.28,1.48,529,1.4486,1.286,-0.1626,-0.119060946963661,-0.119060946963661,0.887753693221041,1.12643856920684
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_406.txt",0.00796406126942797,1116,9910,1.102,1.266,490,1.2606,1.1044,-0.1562,-0.13228559702301,-0.13228559702301,0.8760907504363,1.14143426294821
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_430.txt",0.00662789493478391,1355,12160,1.358,1.533,1188,1.532,1.3506,-0.1814,-0.126025133159795,-0.126025133159795,0.881592689295039,1.13431067673627
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_433.txt",0.00805763803211662,1109,9901,1.11,1.268,850,1.2592,1.1062,-0.153,-0.129545880102561,-0.129545880102561,0.878494282083863,1.13831133610559
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_416.txt",0.00836860748245838,1074,9644,1.086,1.249,301,1.2512,1.0808,-0.1704,-0.146401583145058,-0.146401583145058,0.863810741687979,1.15766099185788
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_202.txt",0.00653805496828753,1376,12370,1.371,1.56,285,1.5602,1.3742,-0.186,-0.126942274557237,-0.126942274557237,0.880784514805794,1.13535147722311
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_468.txt",0.00689006963637476,1304,11707,1.319,1.496,1227,1.4744,1.3034,-0.171,-0.123274892457334,-0.123274892457334,0.884020618556701,1.13119533527697
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_108.txt",0.00615822064003258,1457,13064,1.447,1.652,1369,1.6386,1.4458,-0.1928,-0.125179417141518,-0.125179417141518,0.882338581716099,1.1333517775626
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_321.txt",0.00786330904441141,1144,10282,1.145,1.325,834,1.3096,1.15,-0.1596,-0.129959804699629,-0.129959804699629,0.878130726939524,1.13878260869565
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_227.txt",0.00645568376355709,1391,12482,1.407,1.591,884,1.5812,1.4002,-0.181,-0.121568968879433,-0.121568968879433,0.885529977232482,1.12926724753607
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_352.txt",0.00706920424686718,1269,11375,1.267,1.452,612,1.4516,1.2664,-0.1852,-0.136488166772113,-0.136488166772113,0.8724166437035,1.14624131396083
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_454.txt",0.00686705499420574,1303,11650,1.291,1.486,774,1.475,1.2948,-0.1802,-0.130301746721831,-0.130301746721831,0.877830508474576,1.13917207290701
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_73.txt",0.00675819169561077,1324,11838,1.315,1.507,1279,1.4948,1.3142,-0.1806,-0.128764303147561,-0.128764303147561,0.879181161359379,1.13742200578299
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_427.txt",0.00743516167433923,1206,10805,1.212,1.385,95,1.3614,1.208,-0.1534,-0.119547482519091,-0.119547482519091,0.887321874540914,1.12698675496689
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_7.txt",0.00667913230269235,1341,12002,1.326,1.527,794,1.5128,1.3248,-0.188,-0.132700733713252,-0.132700733713252,0.875727128503437,1.14190821256039
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_137.txt",0.00609381003753732,1472,13195,1.459,1.679,1086,1.666,1.4548,-0.2112,-0.135557109613954,-0.135557109613954,0.873229291716687,1.14517459444597
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_346.txt",0.0082727697083065,1084,9712,1.089,1.257,843,1.234,1.08,-0.154,-0.133299884347068,-0.133299884347068,0.875202593192869,1.14259259259259
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_428.txt",0.00881200668318258,1021,9177,1.034,1.19,958,1.189,1.028,-0.161,-0.145497450675671,-0.145497450675671,0.864592094196804,1.15661478599222
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_217.txt",0.00773097000610536,1158,10358,1.154,1.317,1129,1.3176,1.1654,-0.1522,-0.122747524154457,-0.122747524154457,0.884486945962356,1.13059893598764
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_480.txt",0.00626834745250617,1433,12863,1.446,1.621,88,1.6308,1.4504,-0.1804,-0.117231311504457,-0.117231311504457,0.889379445670836,1.12437948152234
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_106.txt",0.00714564348521183,1251,11174,1.241,1.412,556,1.4122,1.243,-0.1692,-0.127620959571535,-0.127620959571535,0.880186942359439,1.13612228479485
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_452.txt",0.00771241362558694,1159,10351,1.158,1.322,230,1.3272,1.156,-0.1712,-0.138105689643912,-0.138105689643912,0.871006630500301,1.14809688581315
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_490.txt",0.00688333208785708,1299,11606,1.286,1.475,1254,1.4572,1.2792,-0.178,-0.130281903614664,-0.130281903614664,0.877847927532253,1.13914946841776
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_294.txt",0.00611224154784715,1469,13181,1.469,1.67,1430,1.6672,1.4676,-0.1996,-0.127517159077921,-0.127517159077921,0.880278310940499,1.13600436086127
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_11.txt",0.00625865613109209,1435,12879,1.42,1.617,369,1.6286,1.4242,-0.2044,-0.134110497485007,-0.134110497485007,0.874493429939825,1.14351916865609
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_292.txt",0.00875200009110735,1027,9222,1.03,1.177,219,1.1658,1.0278,-0.138,-0.12598695105332,-0.12598695105332,0.881626351003603,1.13426736719206
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_169.txt",0.00606323440206188,1479,13254,1.471,1.68,509,1.667,1.4614,-0.2056,-0.131630723393677,-0.131630723393677,0.876664667066587,1.14068701245381
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_20.txt",0.00633465714328859,1410,12585,1.393,1.608,271,1.585,1.389,-0.196,-0.132000343557037,-0.132000343557037,0.876340694006309,1.1411087113031
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_74.txt",0.00719373034233579,1241,11070,1.248,1.426,550,1.4028,1.2406,-0.1622,-0.122875105727006,-0.122875105727006,0.884374108925007,1.13074318877962
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_115.txt",0.00738561077872008,1213,10858,1.205,1.365,1128,1.3638,1.2128,-0.151,-0.117343185198445,-0.117343185198445,0.889279953072298,1.12450527704485
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_96.txt",0.00688399360454788,1300,11625,1.309,1.477,57,1.4624,1.2982,-0.1642,-0.119100232100517,-0.119100232100517,0.887718818380744,1.12648282236943
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_424.txt",0.00841965584379922,1063,9505,1.072,1.216,932,1.202,1.0632,-0.1388,-0.122703607696117,-0.122703607696117,0.884525790349418,1.13054928517682
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_170.txt",0.0069863711168059,1288,11581,1.299,1.463,567,1.4548,1.289,-0.1658,-0.121001710173647,-0.121001710173647,0.886032444322243,1.12862684251358
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_147.txt",0.00719779557794179,1243,11112,1.237,1.41,667,1.3962,1.2334,-0.1628,-0.123979676978908,-0.123979676978909,0.883397794012319,1.13199286525053
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_309.txt",0.00870406189555126,1034,9297,1.048,1.197,748,1.1802,1.0468,-0.1334,-0.119946023967078,-0.119946023967078,0.886968310455855,1.1274359954146
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_410.txt",0.00798422001520206,1129,10168,1.138,1.325,688,1.2932,1.1312,-0.162,-0.13384075070897,-0.13384075070897,0.874729353541602,1.14321074964639
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_131.txt",0.0071623212612019,1252,11218,1.249,1.432,112,1.4314,1.2498,-0.1816,-0.135669447809516,-0.135669447809516,0.873131200223557,1.14530324851976
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_178.txt",0.00781798004945427,1142,10187,1.138,1.299,203,1.2976,1.1422,-0.1554,-0.127560177130386,-0.127560177130386,0.880240443896424,1.1360532306076
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_419.txt",0.00671917197766024,1337,12002,1.358,1.541,1171,1.522,1.3566,-0.1654,-0.115043689909652,-0.115043689909652,0.891327201051248,1.1219224531918
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_300.txt",0.00771427940429479,1166,10479,1.162,1.33,815,1.3296,1.1634,-0.1662,-0.133531392624523,-0.133531392624523,0.875,1.14285714285714
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_17.txt",0.0075832722358793,1180,10550,1.174,1.345,79,1.3402,1.1714,-0.1688,-0.134619241883389,-0.134619241883389,0.874048649455305,1.14410107563599
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_322.txt",0.00879383553274682,1024,9212,1.039,1.194,833,1.2082,1.0404,-0.1678,-0.149526394130144,-0.149526394130144,0.861115709319649,1.16128412149173
"/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_387.txt",0.00831702879895651,1080,9692,1.093,1.24,1064,1.2258,1.0908,-0.135,-0.116682320080198,-0.116682320080198,0.889867841409692,1.12376237623762
