Graph Name,Density,Node Count,Edge Count,DFS Time (ms),BFS Time (ms),Start Node
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_333.txt,0.007183310751165035,1249,11197,1.181,1.28,1052
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_24.txt,0.006271007111045496,1426,12743,1.338,1.451,823
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_259.txt,0.006768415888796265,1323,11838,1.249,1.359,43
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_360.txt,0.008682470714484043,1033,9256,0.989,1.068,766
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_284.txt,0.007081996868491859,1257,11181,1.179,1.285,238
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_474.txt,0.0067981097882687585,1321,11854,1.239,1.36,395
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_421.txt,0.00837291872417966,1073,9631,1.024,1.109,293
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_376.txt,0.008186681331866813,1096,9825,1.045,1.131,709
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_285.txt,0.00855862260037767,1048,9391,1.002,1.086,186
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_10.txt,0.006460633125352142,1385,12384,1.309,1.408,834
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_171.txt,0.007820043062743172,1151,10351,1.095,1.186,341
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_270.txt,0.008257723186830776,1090,9802,1.037,1.123,722
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_289.txt,0.00865970450029663,1031,9196,0.973,1.062,179
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_71.txt,0.008197271716978408,1092,9766,1.036,1.129,765
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_161.txt,0.007934172982716672,1134,10194,1.078,1.167,623
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_380.txt,0.008696007030450734,1027,9163,0.969,1.062,961
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_250.txt,0.007038579945269742,1280,11523,1.208,1.311,883
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_222.txt,0.006427542256322471,1399,12571,1.324,1.435,108
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_68.txt,0.007120244272521214,1266,11403,1.194,1.298,453
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_125.txt,0.007498540107235759,1197,10735,1.143,1.23,654
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_331.txt,0.006510195300611823,1381,12407,1.309,1.418,1095
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_374.txt,0.006452030600141916,1390,12457,1.302,1.45,409
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_44.txt,0.008876697790385073,1013,9100,0.966,1.055,703
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_469.txt,0.006964653703784139,1288,11545,1.211,1.325,586
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_66.txt,0.008229781102873533,1088,9733,1.032,1.116,495
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_113.txt,0.0062480252305270765,1437,12893,1.354,1.462,1179
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_110.txt,0.00782457335301018,1150,10339,1.092,1.193,221
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_308.txt,0.00665243137100548,1353,12169,1.269,1.386,1055
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_407.txt,0.008470666379434152,1056,9437,1,1.078,594
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_375.txt,0.0066952001080609206,1339,11995,1.27,1.367,43
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_460.txt,0.007630664840277657,1177,10562,1.118,1.207,493
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_36.txt,0.005979063924236095,1499,13426,1.409,1.537,1021
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_445.txt,0.008652669152206617,1035,9260,0.987,1.071,110
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_296.txt,0.00769346887611865,1163,10397,1.102,1.189,610
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_372.txt,0.007005595191555903,1280,11469,1.212,1.319,1118
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_90.txt,0.008369392533132656,1072,9609,1.026,1.119,816
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_329.txt,0.008823358287110663,1016,9099,0.969,1.052,877
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_239.txt,0.00790693185515192,1134,10159,1.074,1.17,490
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_140.txt,0.008173419212317602,1097,9827,1.047,1.124,1052
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_336.txt,0.007839601343538352,1144,10251,1.081,1.179,1036
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_241.txt,0.006350943422482111,1419,12779,1.336,1.453,1145
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_408.txt,0.007070530188025418,1274,11467,1.219,1.307,270
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_366.txt,0.0064706182226009195,1387,12439,1.309,1.421,321
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_413.txt,0.007703274769143033,1170,10536,1.121,1.21,593
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_89.txt,0.008486939361574209,1064,9599,1.013,1.098,478
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_59.txt,0.007944958508439653,1129,10118,1.081,1.143,4
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_393.txt,0.006664849484097436,1344,12030,1.261,1.379,1309
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_142.txt,0.006177017626682896,1453,13032,1.37,1.515,453
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_21.txt,0.007428337462095763,1207,10813,1.143,1.248,279
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_310.txt,0.0068859903891851934,1306,11736,1.237,1.349,1051
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_313.txt,0.007380595943645797,1210,10797,1.133,1.244,819
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_471.txt,0.006211144452899539,1446,12978,1.361,1.473,555
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_483.txt,0.00794260281803391,1129,10115,1.073,1.182,303
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_209.txt,0.006314566064216196,1417,12670,1.34,1.459,922
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_164.txt,0.007046446022123741,1273,11410,1.202,1.317,491
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_237.txt,0.006219918082200809,1437,12835,1.349,1.473,2
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_197.txt,0.006996297807728648,1278,11418,1.212,1.311,881
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_4.txt,0.00727539740816448,1230,10998,1.171,1.271,159
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_281.txt,0.007543781636645447,1187,10620,1.125,1.227,191
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_417.txt,0.007302486330614917,1229,11021,1.153,1.276,349
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_127.txt,0.007816937990030044,1148,10293,1.085,1.196,773
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_60.txt,0.0072360201048702315,1244,11189,1.169,1.287,488
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_105.txt,0.008687095391694674,1032,9243,1.018,1.08,364
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_272.txt,0.00737424193199047,1216,10895,1.166,1.277,598
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_491.txt,0.006274886654839345,1425,12733,1.405,1.533,1179
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_317.txt,0.008792871585624569,1023,9193,0.977,1.067,682
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_5.txt,0.008307693880262902,1084,9753,1.049,1.231,808
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_395.txt,0.007647784419774172,1171,10478,1.103,1.196,1031
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_358.txt,0.007302992975330426,1226,10968,1.159,1.259,992
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_213.txt,0.006378390510362231,1407,12618,1.318,1.442,1336
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_350.txt,0.006182261458514032,1457,13115,1.367,1.483,98
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_369.txt,0.008207456123478141,1094,9814,1.041,1.123,307
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_230.txt,0.006615973549148629,1357,12174,1.277,1.388,1027
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_361.txt,0.007723029437795479,1162,10419,1.094,1.201,1117
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_297.txt,0.006121985894425844,1470,13220,1.389,1.517,369
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_98.txt,0.006240787144443058,1438,12896,1.35,1.752,729
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_133.txt,0.006720851490735806,1337,12005,1.271,1.385,504
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_94.txt,0.007120854703647522,1262,11332,1.197,1.316,938
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_457.txt,0.006155933412827326,1460,13113,1.38,1.509,996
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_102.txt,0.00870499811819249,1034,9298,0.974,1.082,155
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_249.txt,0.008569558972564287,1048,9403,0.994,1.087,457
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_473.txt,0.006410745941608857,1402,12592,1.471,1.473,574
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_233.txt,0.006432980490344332,1392,12456,1.313,1.435,1361
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_91.txt,0.006277528506154036,1429,12810,1.339,1.455,1258
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_432.txt,0.00802135197242436,1120,10053,1.073,1.166,516
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_38.txt,0.008084246356770556,1106,9880,1.05,1.136,977
/home/kate/Documents/Grado IE/Q4/Comparativa-BFS-DFS/app/build/generator/resources/graph_207.txt,0.007855459544383346,1140,10200,1.073,1.169,746
